0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.000178332,0.000354809,0.0005271,0.000691679,0.000843966,0.000978637,0.00109318,0.00119489,0.00131075,0.00147889,0.00168451,0.00186278,0.00198546,0.00205603,0.00208947,0.00210104,0.00210248,0.00210137,0,
0,0.000357459,0.000711535,0.00105755,0.0013889,0.00169568,0.00196629,0.00219201,0.00238353,0.00259825,0.00294113,0.00338118,0.00375026,0.00399409,0.00412858,0.00418866,0.00420658,0.00420609,0.00420224,0,
0,0.000538149,0.00107173,0.00159467,0.00209689,0.00256363,0.00297376,0.00330614,0.00356179,0.00382882,0.00436015,0.00510941,0.0056934,0.00605131,0.00623418,0.0063066,0.00632031,0.00631121,0.00630141,0,
0,0.000720782,0.00143682,0.00214078,0.00282088,0.00345651,0.00401598,0.00445423,0.00473509,0.00494189,0.00568236,0.00691106,0.00773704,0.00818633,0.00838888,0.00845062,0.00844418,0.00841663,0.00839622,0,
0,0.000905627,0.00180709,0.00269776,0.00356435,0.00438351,0.00511186,0.00567242,0.00594122,0.0058178,0.00678755,0.00889173,0.00994808,0.010431,0.0106062,0.010625,0.0105774,0.0105189,0.010482,0,
0,0.0010922,0.00218238,0.00326515,0.00432921,0.00535058,0.00628256,0.00702012,0.00732175,0.00859843,0.0120491,0.0113381,0.012414,0.0128125,0.0128929,0.0128288,0.0127156,0.0126115,0.0125513,0,
0,0.00127981,0.00256072,0.00384117,0.00511271,0.00635769,0.00753943,0.00856171,0.0089451,0.0874508,0.0899254,0.0143024,0.015181,0.0153354,0.0152439,0.0150544,0.0148497,0.0146847,0.0145939,0,
0,0.00146678,0.00293952,0.00442084,0.00590834,0.0073926,0.00886739,0.0103871,0.0137906,0.155775,0.158192,0.0212506,0.0182698,0.0179676,0.0176385,0.0172868,0.0169661,0.0167249,0.0165961,0,
0,0.00165125,0.00331425,0.00499807,0.0067051,0.00843202,0.0101752,0.0117982,0.138124,0.241813,0.244079,0.144737,0.0210726,0.0206117,0.0200432,0.0195055,0.0190472,0.018715,0.0185411,0,
0,0.00183036,0.00367997,0.00556469,0.00749332,0.00946396,0.0115365,0.0149699,0.2282,0.328613,0.330812,0.234717,0.0257739,0.0233036,0.0224342,0.0216889,0.0210723,0.0206349,0.0204089,0,
0,0.00200103,0.00402988,0.00611206,0.00826262,0.0104508,0.0123863,0.156849,0.324105,0.414753,0.416921,0.330539,0.167293,0.0255446,0.02477,0.0238151,0.0230176,0.0224608,0.0221762,0,
0,0.00215923,0.00435627,0.00662881,0.0090154,0.0115499,0.0140019,0.244283,0.409748,0.495914,0.49808,0.416214,0.254943,0.0285616,0.027186,0.0258714,0.024856,0.0241658,0.023817,0,
0,0.00230072,0.00464895,0.00709508,0.00970228,0.0126857,0.0178767,0.316211,0.486332,0.570108,0.572287,0.492877,0.327219,0.0341133,0.029575,0.0277947,0.0265499,0.0257191,0.0253028,0,
0,0.00242102,0.00489825,0.0074896,0.0102221,0.012846,0.175836,0.400816,0.556994,0.636272,0.638462,0.563575,0.41183,0.191284,0.0310123,0.0294799,0.0280599,0.0270881,0.0266036,0,
0,0.00251639,0.00509672,0.00782152,0.0107901,0.0137476,0.261931,0.471696,0.617538,0.692408,0.694605,0.624137,0.482719,0.277352,0.033134,0.0311151,0.0293708,0.0282405,0.027689,0,
0,0.00258331,0.00523106,0.00804504,0.011363,0.0168018,0.320792,0.526688,0.665336,0.736559,0.73876,0.671944,0.537731,0.33638,0.0376818,0.0326282,0.0304088,0.0291356,0.0285294,0,
0,0.00262161,0.00529146,0.00804465,0.0107986,0.151249,0.378943,0.567274,0.698816,0.767107,0.769307,0.70542,0.578288,0.394366,0.170963,0.0329113,0.0310263,0.0297343,0.0291004,0,
0,0.00263847,0.00531486,0.0080439,0.0107713,0.202605,0.410285,0.588807,0.716124,0.782749,0.784949,0.722722,0.599793,0.425598,0.221996,0.0335165,0.0313803,0.0300405,0.0293896,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
