0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1.02118e-05,2.04199e-05,3.06216e-05,4.08118e-05,5.09888e-05,6.11459e-05,7.12819e-05,8.13886e-05,9.14648e-05,0.000101501,0.000111495,0.000121436,0.000131322,0.000141139,0.000150886,0.000160548,0.000170121,0.000179588,0.000188948,0.000198181,0.000207285,0.000216242,0.000225049,0.000233689,0.000242162,0.000250455,0.000258569,0.000266498,0.000274251,0.00028183,0.000289256,0.000296543,0.000303726,0.000310837,0.000317926,0.000325042,0.00033225,0.00033961,0.000347193,0.000355057,0.000363257,0.000371831,0.000380796,0.000390144,0.000399842,0.000409826,0.000420011,0.000430292,0.000440553,0.000450673,0.000460535,0.000470034,0.000479078,0.000487592,0.000495522,0.000502831,0.000509499,0.000515521,0.000520903,0.000525665,0.000529831,0.000533433,0.000536507,0.000539092,0.000541228,0.000542953,0.000544311,0.000545339,0.000546076,0.000546558,0.00054682,0.000546895,0.000546814,0.000546605,0.000546295,0.000545909,0.000545469,0.000544996,0.000544509,0.000544024,0.000543556,0.000543119,0.000542723,0.000542378,0.000542093,0.000541874,0.000541725,0.00054165,0,
0,2.04253e-05,4.08442e-05,6.12483e-05,8.16328e-05,0.000101987,0.000122306,0.000142577,0.000162798,0.000182949,0.000203029,0.000223016,0.000242907,0.000262677,0.000282323,0.000301816,0.00032115,0.000340295,0.000359243,0.000377961,0.000396441,0.000414648,0.000432574,0.000450186,0.000467478,0.000484421,0.000501014,0.000517237,0.000533099,0.000548595,0.000563751,0.000578586,0.000593149,0.00060749,0.00062169,0.000635833,0.000650035,0.00066441,0.000679098,0.000694225,0.000709925,0.000726303,0.000743441,0.000761374,0.000780092,0.000799521,0.000819539,0.000839968,0.000860597,0.000881186,0.000901491,0.000921275,0.000940325,0.000958453,0.000975514,0.000991395,0.00100602,0.00101936,0.0010314,0.00104216,0.00105167,0.00105998,0.00106716,0.00107329,0.00107844,0.00108269,0.00108612,0.00108881,0.00109084,0.0010923,0.00109324,0.00109375,0.00109388,0.0010937,0.00109327,0.00109263,0.00109185,0.00109096,0.00109,0.00108902,0.00108804,0.0010871,0.00108621,0.00108542,0.00108472,0.00108415,0.00108371,0.00108341,0.00108326,0,
0,3.06432e-05,6.12753e-05,9.18885e-05,0.000122468,0.000153008,0.000183489,0.000213908,0.000244239,0.00027448,0.000304601,0.000334598,0.000364437,0.000394112,0.000423584,0.000452845,0.00048185,0.000510591,0.000539017,0.000567119,0.000594844,0.000622179,0.000649073,0.000675514,0.000701455,0.000726888,0.000751774,0.000776118,0.000799898,0.000823139,0.000845846,0.000868076,0.000889874,0.000911339,0.000932569,0.000953713,0.000974925,0.0009964,0.00101833,0.00104094,0.00106441,0.00108892,0.0011146,0.00114151,0.00116964,0.00119887,0.00122902,0.00125981,0.00129092,0.00132198,0.0013526,0.00138243,0.00141113,0.00143843,0.0014641,0.00148797,0.00150995,0.00152996,0.00154801,0.00156411,0.00157834,0.00159077,0.00160149,0.00161063,0.00161829,0.00162461,0.00162969,0.00163368,0.00163667,0.0016388,0.00164017,0.00164088,0.00164104,0.00164073,0.00164004,0.00163906,0.00163785,0.00163648,0.00163502,0.00163352,0.00163203,0.0016306,0.00162926,0.00162805,0.001627,0.00162613,0.00162546,0.00162501,0.00162478,0,
0,4.0866e-05,8.17197e-05,0.000122544,0.00016333,0.000204056,0.000244715,0.000285278,0.000325741,0.000366068,0.000406255,0.000446259,0.000486073,0.000525649,0.000564978,0.000604003,0.000642715,0.000681048,0.000718991,0.000756474,0.000793482,0.000829944,0.000865843,0.00090111,0.000935732,0.000969648,0.00100285,0.0010353,0.00106701,0.00109797,0.00112822,0.0011578,0.0011868,0.00121531,0.0012435,0.00127155,0.00129967,0.00132813,0.00135719,0.00138716,0.00141831,0.00145088,0.00148507,0.00152096,0.00155856,0.0015977,0.00163814,0.00167948,0.00172128,0.00176301,0.00180416,0.00184422,0.00188274,0.00191933,0.0019537,0.00198563,0.00201497,0.00204167,0.00206571,0.00208713,0.00210603,0.00212251,0.00213672,0.00214879,0.00215891,0.00216722,0.00217389,0.0021791,0.002183,0.00218574,0.00218747,0.00218833,0.00218846,0.00218797,0.00218699,0.00218561,0.00218394,0.00218206,0.00218006,0.00217802,0.002176,0.00217405,0.00217224,0.0021706,0.00216918,0.002168,0.0021671,0.00216648,0.00216617,0,
0,5.10976e-05,0.000102177,0.000153226,0.00020422,0.00025515,0.000305984,0.000356717,0.000407307,0.00045775,0.000507997,0.000558042,0.000607826,0.000657343,0.000706524,0.000755359,0.000803772,0.000851747,0.000899202,0.000946118,0.000992407,0.00103805,0.00108295,0.00112709,0.00117039,0.00121283,0.00125434,0.00129492,0.00133454,0.00137322,0.00141096,0.00144786,0.00148398,0.00151948,0.00155451,0.00158934,0.00162423,0.00165951,0.00169554,0.00173272,0.0017714,0.00181193,0.00185457,0.00189946,0.0019466,0.00199581,0.00204674,0.0020989,0.00215167,0.00220438,0.00225634,0.00230688,0.00235542,0.00240148,0.00244468,0.00248473,0.00252149,0.00255487,0.00258488,0.00261158,0.00263508,0.00265554,0.00267314,0.00268807,0.00270054,0.00271075,0.00271892,0.00272526,0.00272997,0.00273324,0.00273526,0.0027362,0.00273623,0.0027355,0.00273415,0.00273232,0.00273014,0.00272771,0.00272513,0.00272251,0.00271991,0.00271743,0.00271511,0.00271302,0.00271121,0.00270972,0.00270856,0.00270779,0.00270739,0,
0,6.13371e-05,0.000122656,0.000183933,0.000245154,0.000306288,0.000367324,0.000428221,0.000488972,0.000549525,0.000609872,0.000669951,0.000729753,0.000789203,0.000848289,0.000906928,0.000965101,0.00102271,0.00107974,0.00113609,0.00119172,0.00124654,0.00130051,0.00135352,0.00140555,0.00145651,0.00150637,0.00155507,0.00160261,0.00164897,0.00169421,0.00173835,0.00178153,0.00182389,0.00186566,0.0019071,0.00194857,0.00199047,0.00203326,0.00207742,0.00212345,0.00217179,0.00222281,0.00227669,0.00233347,0.00239294,0.00245465,0.00251796,0.0025821,0.00264618,0.00270931,0.00277067,0.00282952,0.00288525,0.00293742,0.0029857,0.00302992,0.00306998,0.00310592,0.00313782,0.00316585,0.00319019,0.00321107,0.00322873,0.00324344,0.00325543,0.00326499,0.00327235,0.00327776,0.00328145,0.00328366,0.00328458,0.00328442,0.00328337,0.00328159,0.00327924,0.00327648,0.00327344,0.00327023,0.00326698,0.00326377,0.00326071,0.00325786,0.00325529,0.00325307,0.00325123,0.00324983,0.00324887,0.00324839,0,
0,7.15892e-05,0.000143154,0.000214678,0.000286128,0.000357492,0.000428727,0.000499825,0.000570731,0.000641437,0.000711876,0.000782041,0.000851851,0.000921295,0.00099028,0.00105879,0.00112672,0.00119404,0.00126064,0.00132649,0.00139147,0.00145554,0.00151858,0.00158053,0.0016413,0.00170083,0.00175903,0.00181589,0.00187133,0.00192539,0.00197804,0.00202939,0.00207952,0.00212864,0.00217697,0.00222485,0.00227266,0.00232093,0.00237019,0.00242107,0.00247419,0.00253015,0.00258942,0.0026523,0.00271883,0.0027888,0.00286165,0.00293657,0.00301256,0.00308851,0.00316329,0.00323587,0.00330536,0.00337103,0.00343236,0.00348897,0.00354068,0.00358742,0.00362923,0.00366626,0.0036987,0.00372679,0.00375081,0.00377107,0.00378786,0.0038015,0.00381229,0.00382053,0.00382651,0.00383051,0.00383278,0.00383357,0.00383312,0.00383165,0.00382934,0.0038264,0.00382298,0.00381926,0.00381536,0.00381142,0.00380755,0.00380387,0.00380045,0.00379737,0.00379471,0.00379251,0.00379083,0.00378969,0.00378911,0,
0,8.18521e-05,0.000163682,0.000245457,0.000327162,0.000408755,0.000490225,0.000571518,0.000652623,0.000733474,0.000814062,0.000894303,0.000974187,0.00105361,0.00113257,0.00121094,0.00128871,0.00136574,0.001442,0.00151736,0.00159177,0.0016651,0.00173728,0.00180819,0.00187777,0.00194588,0.00201249,0.00207748,0.00214086,0.00220256,0.00226263,0.0023211,0.00237811,0.00243383,0.00248855,0.00254261,0.00259652,0.00265081,0.00270621,0.00276345,0.00282334,0.00288664,0.00295399,0.00302583,0.00310227,0.00318304,0.00326748,0.00335457,0.00344305,0.00353149,0.0036185,0.00370282,0.00378336,0.00385927,0.00392995,0.00399501,0.00405425,0.00410763,0.00415525,0.00419729,0.004234,0.00426568,0.00429269,0.00431536,0.00433407,0.00434917,0.00436103,0.00436999,0.00437639,0.00438053,0.00438273,0.00438327,0.00438241,0.00438039,0.00437746,0.00437382,0.00436966,0.00436517,0.00436051,0.00435582,0.00435124,0.00434687,0.00434284,0.00433922,0.00433609,0.00433351,0.00433153,0.00433019,0.00432951,0,
0,9.2131e-05,0.000184233,0.000276285,0.000368246,0.000460104,0.000551805,0.000643337,0.000734635,0.000825688,0.000916413,0.0010068,0.00109675,0.00118624,0.00127516,0.00136348,0.00145107,0.0015379,0.00162382,0.00170879,0.00179264,0.00187533,0.00195668,0.00203663,0.00211502,0.0021918,0.00226681,0.00234002,0.00241131,0.00248068,0.0025481,0.00261365,0.00267741,0.0027396,0.00280049,0.00286049,0.00292013,0.0029801,0.00304118,0.00310434,0.00317056,0.00324084,0.00331604,0.00339677,0.00348325,0.0035752,0.00367181,0.0037718,0.00387355,0.00397528,0.00407524,0.0041719,0.00426396,0.00435046,0.00443071,0.00450433,0.00457112,0.0046311,0.00468442,0.00473132,0.00477213,0.00480722,0.004837,0.00486189,0.0048823,0.00489868,0.00491141,0.0049209,0.00492753,0.00493166,0.00493362,0.00493375,0.00493233,0.00492966,0.00492597,0.00492153,0.00491653,0.00491119,0.00490567,0.00490016,0.00489479,0.0048897,0.004885,0.00488079,0.00487715,0.00487416,0.00487187,0.00487032,0.00486953,0,
