0,0,0,0,0,0,0,0,0,0,
0,0.000694842,0.00135482,0.00190998,0.00230318,0.00303012,0.00372533,0.00395833,0.00399507,0,
0,0.00140541,0.00275591,0.0038922,0.00445793,0.0060744,0.00765605,0.0080039,0.00800647,0,
0,0.00213997,0.00425277,0.00612758,0.00695359,0.0107122,0.0121352,0.0122029,0.012019,0,
0,0.00288712,0.00585473,0.00882954,0.0130876,0.0203659,0.0172166,0.0165138,0.0159499,0,
0,0.00359799,0.00745412,0.0115425,0.269823,0.274861,0.0225759,0.0207629,0.0196301,0,
0,0.00419457,0.00894981,0.0163928,0.441601,0.446215,0.0300565,0.0247099,0.0228068,0,
0,0.00454165,0.00925827,0.320122,0.602826,0.607093,0.332452,0.0272041,0.0251378,0,
0,0.00481115,0.0102286,0.438867,0.690341,0.694472,0.450954,0.0297288,0.0265504,0,
0,0,0,0,0,0,0,0,0,0,
