0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4.56765e-05,9.12718e-05,0.000136687,0.000181832,0.000226565,0.00027076,0.000314217,0.000356758,0.00039813,0.000438129,0.000476508,0.000513142,0.000547982,0.000581249,0.000613444,0.00064551,0.000678734,0.000714583,0.000754141,0.000797505,0.000843371,0.000889309,0.000932587,0.000971024,0.00100335,0.00102921,0.00104886,0.00106301,0.00107252,0.0010783,0.00108123,0.00108211,0.00108163,0.00108038,0.00107882,0.00107734,0.0010762,0.00107559,0,
0,9.13929e-05,0.000182616,0.000273506,0.000363833,0.000453387,0.00054183,0.00062886,0.000714015,0.000796893,0.000876956,0.000953811,0.00102706,0.00109668,0.00116296,0.00122696,0.00129049,0.00135631,0.00142751,0.0015066,0.00159389,0.00168671,0.0017798,0.00186733,0.00194476,0.00200958,0.00206116,0.00210018,0.00212809,0.0021467,0.00215787,0.00216338,0.00216483,0.00216361,0.00216089,0.00215762,0.00215453,0.00215217,0.00215091,0,
0,0.000137177,0.000274123,0.000410554,0.000546207,0.000680669,0.000813565,0.000944297,0.00107232,0.00119686,0.00131725,0.00143268,0.00154264,0.00164683,0.00174572,0.00184065,0.00193449,0.00203148,0.00213695,0.00225539,0.00238784,0.00252993,0.00267276,0.00280656,0.0029241,0.0030217,0.0030987,0.00315643,0.00319731,0.00322418,0.00323995,0.00324733,0.00324874,0.00324626,0.00324165,0.00323633,0.00323139,0.00322766,0.00322566,0,
0,0.000183076,0.000365836,0.00054798,0.000729067,0.000908696,0.00108621,0.001261,0.00143212,0.00159874,0.00175969,0.00191403,0.00206072,0.00219938,0.00233019,0.00245488,0.00257704,0.0027029,0.0028406,0.00299797,0.00317749,0.00337283,0.00356972,0.00375302,0.0039123,0.00404298,0.00414481,0.00422017,0.00427274,0.0043066,0.00432576,0.00433393,0.00433436,0.00432986,0.00432273,0.00431487,0.00430772,0.00430238,0.00429953,0,
0,0.000229099,0.000457854,0.000685832,0.000912631,0.0011376,0.00136013,0.00157924,0.00179401,0.00200306,0.00220515,0.00239869,0.00258246,0.00275536,0.00291743,0.00307018,0.003218,0.00336902,0.00353554,0.00373069,0.00396013,0.00421502,0.00447275,0.00471014,0.00491323,0.00507708,0.00520267,0.00529405,0.0053565,0.00539555,0.00541647,0.00542397,0.00542219,0.00541462,0.00540414,0.00539308,0.00538326,0.00537599,0.00537214,0,
0,0.000275295,0.00055018,0.000824261,0.00109694,0.00136767,0.00163549,0.00189952,0.00215833,0.00241057,0.00265432,0.0028878,0.00310893,0.00331622,0.00350876,0.00368772,0.0038575,0.00402829,0.00421772,0.0044482,0.00473143,0.00505597,0.00538479,0.00568252,0.00593158,0.00612818,0.00627575,0.00638078,0.00645065,0.00649256,0.00651312,0.00651815,0.0065126,0.00650067,0.0064858,0.00647075,0.00645765,0.00644807,0.00644303,0,
0,0.000321651,0.000642906,0.000963251,0.0012822,0.00159893,0.00191264,0.002222,0.00252569,0.00282174,0.00310815,0.00338229,0.00364166,0.00388355,0.00410619,0.00430929,0.00449658,0.00467923,0.00488169,0.00514224,0.0054844,0.005895,0.00631067,0.00667653,0.00697326,0.00720107,0.00736773,0.00748314,0.00755723,0.00759906,0.0076167,0.00761701,0.00760584,0.00758803,0.00756755,0.00754755,0.00753049,0.00751815,0.00751169,0,
0,0.000368207,0.000735988,0.00110293,0.00146836,0.00183163,0.0021916,0.00254712,0.00289633,0.00323732,0.00356732,0.00388346,0.00418205,0.00445953,0.00471222,0.00493795,0.00513769,0.00532142,0.00551981,0.00580003,0.00620693,0.00673178,0.00725869,0.00770126,0.00804556,0.00830114,0.00848249,0.00860388,0.00867812,0.00871633,0.00872796,0.00872099,0.00870203,0.00867659,0.00864907,0.00862305,0.00860123,0.00858561,0.00857747,0,
0,0.000414926,0.000829496,0.00124321,0.00165558,0.0020657,0.00247267,0.00287491,0.00327076,0.00365765,0.00403279,0.0043923,0.00473194,0.00504642,0.00533033,0.0055781,0.00578596,0.00595705,0.00612159,0.00640151,0.00687704,0.00756764,0.00824421,0.00876965,0.00915731,0.00943421,0.0096239,0.00974557,0.00981505,0.00984541,0.0098475,0.00983028,0.00980112,0.00976605,0.00972995,0.00969667,0.00966922,0.00964973,0.00963965,0,
