1.00688e-05,2.0236e-05,3.06147e-05,4.12811e-05,5.23518e-05,6.38708e-05,7.5939e-05,8.85496e-05,0.000101754,0.000115463,0.000129628,0.000144029,0.000158462,0.000172541,0.000185883,0.000197974,0.000208349,0.000216533,0.000222187,0.000225067,0.000227877,0.000227774,0.000224853,0.000219335,0.000211596,0.000202116,0.000191443,0.000180106,0.000168595,0.000157306,0.000146563,0.000136588,0.000127553,0.000119553,0.000112662,0.000106904,0.000102301,9.88515e-05,9.65563e-05,9.54092e-05
2.00878e-05,4.039e-05,6.10843e-05,8.24049e-05,0.000104478,0.000127528,0.000151604,0.00017687,0.000203249,0.00023076,0.000259116,0.000288078,0.000317051,0.000345436,0.000372299,0.000396731,0.000417657,0.000434201,0.0004456,0.000451416,0.000457046,0.000456805,0.000450856,0.000439661,0.000423962,0.000404768,0.000383176,0.000360294,0.000337086,0.000314377,0.000292778,0.000272765,0.000254639,0.00023862,0.000224814,0.000213299,0.000204087,0.000197193,0.000192601,0.000190309
3.00235e-05,6.03462e-05,9.13098e-05,0.00012315,0.000156222,0.000190669,0.000226805,0.000264628,0.00030431,0.00034561,0.000388403,0.000432057,0.000475961,0.000518954,0.000559843,0.000597006,0.000628944,0.000654133,0.000671509,0.000680345,0.00068883,0.000688366,0.000679199,0.00066198,0.000637891,0.000608475,0.000575492,0.000540617,0.000505367,0.000470942,0.0004383,0.000408092,0.0003808,0.000356693,0.000335959,0.000318662,0.00030485,0.000294505,0.000287626,0.00028419
3.98088e-05,8.00519e-05,0.000121095,0.000163414,0.000207277,0.000253149,0.000301159,0.000351662,0.000404549,0.000459903,0.000517206,0.000576021,0.000635188,0.000693488,0.000748975,0.000799661,0.000843185,0.00087757,0.000901195,0.000913208,0.000924584,0.000923805,0.00091111,0.000887365,0.000854174,0.000813783,0.000768635,0.000721122,0.000673265,0.000626732,0.000582723,0.00054214,0.00050553,0.000473282,0.000445562,0.000422489,0.000404061,0.000390285,0.000381118,0.000376545
4.94236e-05,9.93575e-05,0.00015038,0.000202906,0.00025754,0.000314565,0.00037453,0.000437504,0.000503827,0.000573193,0.00064547,0.000719703,0.000794916,0.000869168,0.000940329,0.00100543,0.00106155,0.00110575,0.00113607,0.0011514,0.00116575,0.00116453,0.00114794,0.00111694,0.00107367,0.00102119,0.000962848,0.00090176,0.000840597,0.000781378,0.000725647,0.0006744,0.000628344,0.000587837,0.000553119,0.000524236,0.000501218,0.000484007,0.000472574,0.000466866
5.87845e-05,0.000118233,0.000178917,0.000241563,0.00030662,0.000374813,0.000446413,0.000522018,0.000601588,0.000685354,0.000772705,0.000863102,0.000954932,0.00104635,0.00113427,0.00121527,0.00128513,0.00134015,0.00137756,0.00139643,0.00141383,0.0014121,0.00139118,0.00135197,0.00129726,0.00123121,0.00115826,0.00108246,0.00100704,0.000934503,0.00086655,0.000804381,0.000748665,0.000699845,0.000658061,0.000623395,0.000595779,0.000575173,0.000561479,0.000554652
6.78814e-05,0.000136498,0.000206673,0.000279032,0.000354444,0.000433388,0.000516689,0.000604587,0.000697673,0.000795735,0.000898768,0.00100569,0.00111529,0.00122494,0.00133141,0.00142997,0.0015154,0.00158232,0.00162734,0.00164982,0.00167041,0.00166818,0.00164255,0.00159387,0.0015259,0.00144429,0.00135497,0.00126296,0.00117223,0.00108556,0.00100492,0.000931461,0.000865953,0.000808698,0.000759866,0.000719399,0.000687244,0.000663253,0.00064734,0.000639402
7.66172e-05,0.000154138,0.00023336,0.000315272,0.000400547,0.000490201,0.000584733,0.000685052,0.000791339,0.000904113,0.0010229,0.00114728,0.00127546,0.00140509,0.00153195,0.00165061,0.0017538,0.00183428,0.00188711,0.00191322,0.00193714,0.00193468,0.00190415,0.00184438,0.00176057,0.00166082,0.00155284,0.00144292,0.00133558,0.00123398,0.00114005,0.00105505,0.00097954,0.00091384,0.000857925,0.000811733,0.00077506,0.000747759,0.000729648,0.000720627
8.49884e-05,0.000170949,0.000258958,0.000349879,0.000444868,0.000544659,0.000650409,0.000762649,0.000882344,0.0010096,0.00114477,0.00128699,0.00143516,0.00158631,0.00173626,0.00187801,0.00200239,0.00209848,0.00215878,0.00218821,0.00221559,0.00221364,0.00217877,0.00210554,0.00200237,0.00188098,0.0017516,0.00162171,0.00149642,0.00137894,0.00127126,0.00117437,0.00108881,0.0010146,0.000951693,0.000899811,0.000858732,0.000828166,0.000807926,0.000797841
9.2889e-05,0.000186926,0.000283152,0.000382823,0.000486883,0.000596663,0.000712988,0.000837158,0.00096976,0.0011118,0.00126327,0.00142427,0.00159334,0.00176824,0.00194408,0.00211325,0.00226348,0.00237864,0.00244414,0.0024763,0.00250707,0.00250724,0.00247043,0.00238003,0.00225223,0.00210471,0.00195057,0.00179848,0.00165375,0.00151959,0.00139763,0.00128871,0.00119298,0.00111037,0.00104053,0.000983116,0.000937711,0.000904001,0.000881681,0.000870576
